System Number	$b	$j
014806874	HMNTS	lsidyv39fe9f50
014806875	HMNTS	lsidyv39a3d235
014806876	HMNTS	lsidyv3ab2ea49
014806877	HMNTS	lsidyv3d955df1
014806878	HMNTS	lsidyv3b54c58a
014806879	HMNTS	lsidyv3a27992d
014806880	HMNTS	lsidyv3a2665e0
014806881	HMNTS	lsidyv39792d08
014806882	HMNTS	lsidyv3d86df0b
014806884	HMNTS	lsidyv30b78c5d
014806885	HMNTS	lsidyv3b2f9ad7
014806886	HMNTS	lsidyv3b463ca5
014806887	HMNTS	lsidyv30141295
014806888	HMNTS	lsidyv3afc0acb
014806889	HMNTS	lsidyv3aa6175d
014806890	HMNTS	lsidyv2b0437c6
014806891	HMNTS	lsidyv2b58e92b
014806892	HMNTS	lsidyv3bc3f0c1
014806893	HMNTS	lsidyv3ccb1731
014806894	HMNTS	lsidyv3906a88e
014806895	HMNTS	lsidyv3a254d44
014806896	HMNTS	lsidyv2aea064d
014806897	HMNTS	lsidyv3c395c89
014806898	HMNTS	lsidyv351109cb
014806899	HMNTS	lsidyv3188d6a5
014806900	HMNTS	lsidyv316b55e4
014806901	HMNTS	lsidyv2b02b867
014806902	HMNTS	lsidyv3a0120cc
014806903	HMNTS	lsidyv3c23dcd1
014806904	HMNTS	lsidyv39b4701b
014806905	HMNTS	lsidyv3a224595
014806906	HMNTS	lsidyv3c8d8135
014806907	HMNTS	lsidyv3a14c234
014806908	HMNTS	lsidyv3c642e65
014806909	HMNTS	lsidyv3c505f8f
014806910	HMNTS	lsidyv3ccd7d9c
014806911	HMNTS	lsidyv3cc85623
014806912	HMNTS	lsidyv3093cdf7
014806913	HMNTS	lsidyv3bd815fb
014806914	HMNTS	lsidyv3cdfdd07
014806915	HMNTS	lsidyv3c8ec397
014806916	HMNTS	lsidyv3c775863
014806917	HMNTS	lsidyv3bf53b0d
014806918	HMNTS	lsidyv3c20fcef
014806919	HMNTS	lsidyv3cbf2cfc
014806920	HMNTS	lsidyv3c8cb93c
014806921	HMNTS	lsidyv31578bad
014806922	HMNTS	lsidyv3bbcf8a2
014806923	HMNTS	lsidyv3a474dbb
014806924	HMNTS	lsidyv39287f34
014806925	HMNTS	lsidyv397c10f4
014806926	HMNTS	lsidyv3c57310d
014806928	HMNTS	lsidyv3c4db9ea
014806929	HMNTS	lsidyv39eb7173
014806930	HMNTS	lsidyv3af58514
014806931	HMNTS	lsidyv3b4a51f0
014806932	HMNTS	lsidyv3a2de8a9
014806933	HMNTS	lsidyv3bf24308
014806934	HMNTS	lsidyv3a675998
014806935	HMNTS	lsidyv353f37b9
014806936	HMNTS	lsidyv3b60f2d1
014806937	HMNTS	lsidyv2b68ed58
014806938	HMNTS	lsidyv3bca67f0
014806939	HMNTS	lsidyv350297ef
014806940	HMNTS	lsidyv39f8c9ef
014806941	HMNTS	lsidyv3aa5d594
014806942	HMNTS	lsidyv3a1d6201
014806943	HMNTS	lsidyv39ec7df0
014806944	HMNTS	lsidyv2b5324d0
014806945	HMNTS	lsidyv3b38bbc7
014806946	HMNTS	lsidyv3ab9a2a7
014806947	HMNTS	lsidyv2aef4753
014806948	HMNTS	lsidyv3b6ffa9f
014806949	HMNTS	lsidyv3a644c4a
014806950	HMNTS	lsidyv2afd0894
014806951	HMNTS	lsidyv3b891838
014806952	HMNTS	lsidyv3479ef67
014806953	HMNTS	lsidyv2c2cb8c7
014806954	HMNTS	lsidyv2b3dc25f
014806955	HMNTS	lsidyv2b00d20e
014806957	HMNTS	lsidyv3aee9646
014806958	HMNTS	lsidyv3471c629
014806959	HMNTS	lsidyv39141ff6
014806960	HMNTS	lsidyv3b6a3ebb
014806961	HMNTS	lsidyv3cc1f503
014806962	HMNTS	lsidyv3be0c99b
014806963	HMNTS	lsidyv3c2377f2
014806965	HMNTS	lsidyv3cb58d7d
014806966	HMNTS	lsidyv3b45c98f
014806967	HMNTS	lsidyv3b48953f
014806968	HMNTS	lsidyv3015683c
014806969	HMNTS	lsidyv3533ec2b
014806970	HMNTS	lsidyv35370659
014806971	HMNTS	lsidyv34993dbf
014806972	HMNTS	lsidyv3492d28d
014806973	HMNTS	lsidyv3a4cac81
014806974	HMNTS	lsidyv3a0aa0bd
014806975	HMNTS	lsidyv3ad68941
014806976	HMNTS	lsidyv390258a6
014806977	HMNTS	lsidyv391ad7b0
014806979	HMNTS	lsidyv35e0fca4
014806980	HMNTS	lsidyv3c5ff582
014806981	HMNTS	lsidyv34957990
014806982	HMNTS	lsidyv31a8f414
014806983	HMNTS	lsidyv346f922e
014806984	HMNTS	lsidyv3c372e63
014806985	HMNTS	lsidyv3c372aa6
014806986	HMNTS	lsidyv38e6a194
014806987	HMNTS	lsidyv3c17d60e
014806988	HMNTS	lsidyv39ed7b67
014806989	HMNTS	lsidyv3af2b51c
014806990	HMNTS	lsidyv3a88408f
014806991	HMNTS	lsidyv39d114c9
014806992	HMNTS	lsidyv39f44c1d
014806993	HMNTS	lsidyv3ae74406
014806994	HMNTS	lsidyv3546c5ab
014806995	HMNTS	lsidyv3bf20c00
014806996	HMNTS	lsidyv39c346ac
014806997	HMNTS	lsidyv39b94103
014806998	HMNTS	lsidyv395cd5ba
014806999	HMNTS	lsidyv3ab518c1
014807000	HMNTS	lsidyv3ae1818d
014807001	HMNTS	lsidyv3b97675e
014807002	HMNTS	lsidyv30a3abee
014807003	HMNTS	lsidyv3a3d3609
014807004	HMNTS	lsidyv3d87f54f
014807005	HMNTS	lsidyv38fabfd6
014807006	HMNTS	lsidyv3aff42ae
014807007	HMNTS	lsidyv3985fdec
014807008	HMNTS	lsidyv3b6bd404
014807009	HMNTS	lsidyv3505a145
014807010	HMNTS	lsidyv3c6dd420
014807011	HMNTS	lsidyv2b052ea8
014807012	HMNTS	lsidyv2b385aed
014807013	HMNTS	lsidyv38f72ef2
014807014	HMNTS	lsidyv3cc12b69
014807015	HMNTS	lsidyv3c80ee78
014807016	HMNTS	lsidyv3c0854ff
014807017	HMNTS	lsidyv32db8d5e
014807018	HMNTS	lsidyv3bc0b445
014807019	HMNTS	lsidyv3a2d4dd9
014807020	HMNTS	lsidyv38eb79a5
014807021	HMNTS	lsidyv3c5de926
014807022	HMNTS	lsidyv2aefa428
014807023	HMNTS	lsidyv392cf107
014807024	HMNTS	lsidyv30b58a28
014807026	HMNTS	lsidyv3017cb7b
014807027	HMNTS	lsidyv3a8c9f35
014807028	HMNTS	lsidyv3ade5896
014807029	HMNTS	lsidyv39850801
014807030	HMNTS	lsidyv398546ec
014807031	HMNTS	lsidyv3391a3e6
014807032	HMNTS	lsidyv3ab9c203
014807033	HMNTS	lsidyv3a29e2d6
014807034	HMNTS	lsidyv35458bcf
014807035	HMNTS	lsidyv390ab481
014807037	HMNTS	lsidyv39ef322a
014807038	HMNTS	lsidyv3bb5b1f0
014807039	HMNTS	lsidyv3bfa5757
014807040	HMNTS	lsidyv31854ee5
014807041	HMNTS	lsidyv39f381be
014807042	HMNTS	lsidyv38ef22ba
014807043	HMNTS	lsidyv3a19cd42
014807044	HMNTS	lsidyv3cbd52e5
014807045	HMNTS	lsidyv34fd24e2
014807046	HMNTS	lsidyv3394ac09
014807047	HMNTS	lsidyv2af4e645
014807048	HMNTS	lsidyv3072726f
014807049	HMNTS	lsidyv3aa066c7
014807050	HMNTS	lsidyv3018ce13
014807051	HMNTS	lsidyv3aa77b42
014807052	HMNTS	lsidyv3c948edf
014807053	HMNTS	lsidyv32c70123
014807054	HMNTS	lsidyv30a5e4d5
014807055	HMNTS	lsidyv3acbc2ba
014807056	HMNTS	lsidyv3bca813e
014807057	HMNTS	lsidyv3acccfc8
014807058	HMNTS	lsidyv3a3b9339
014807059	HMNTS	lsidyv3bbcd9e2
014807060	HMNTS	lsidyv2b61dea2
014807061	HMNTS	lsidyv3e69c45c
014807062	HMNTS	lsidyv3392c3fe
014807063	HMNTS	lsidyv3a11c0f0
014807064	HMNTS	lsidyv3a851c11
014807065	HMNTS	lsidyv39292489
014807066	HMNTS	lsidyv392a391c
014807067	HMNTS	lsidyv3c8233a5
014807068	HMNTS	lsidyv392df7af
014807069	HMNTS	lsidyv3986eada
014807070	HMNTS	lsidyv3b293ed8
014807072	HMNTS	lsidyv3c9bb972
014807073	HMNTS	lsidyv346b4e2e
014807074	HMNTS	lsidyv38e07246
014807075	HMNTS	lsidyv3498db3b
014807076	HMNTS	lsidyv3c33472b
014807077	HMNTS	lsidyv3cb98fd1
014807078	HMNTS	lsidyv3cb9d0ec
014807079	HMNTS	lsidyv3cc5eb8c
014807080	HMNTS	lsidyv2ae94358
014807081	HMNTS	lsidyv354741cc
014807082	HMNTS	lsidyv3a1b6eff
014807083	HMNTS	lsidyv38f71329
014807084	HMNTS	lsidyv2ae4d9a3
014807085	HMNTS	lsidyv3c926fdf
014807086	HMNTS	lsidyv30b15783
014807087	HMNTS	lsidyv34ffcc84
014807088	HMNTS	lsidyv3986d31c
014807089	HMNTS	lsidyv39b2abde
014807090	HMNTS	lsidyv398caa68
014807091	HMNTS	lsidyv3a53820e
014807092	HMNTS	lsidyv3a246d3d
014807093	HMNTS	lsidyv3013befa
014807094	HMNTS	lsidyv3423be54
014807095	HMNTS	lsidyv3bd701a4
014807096	HMNTS	lsidyv3c8cd87a
014807097	HMNTS	lsidyv3bf12f8c
014807098	HMNTS	lsidyv2b37b0bc
014807099	HMNTS	lsidyv3c359041
014807100	HMNTS	lsidyv3ab26dc0
014807101	HMNTS	lsidyv347315ae
014807102	HMNTS	lsidyv3c9b9131
014807103	HMNTS	lsidyv3494f28a
014807104	HMNTS	lsidyv3ca9f83c
014807105	HMNTS	lsidyv3479da57
014807106	HMNTS	lsidyv341f38fc
014807107	HMNTS	lsidyv3c6d07ff
014807108	HMNTS	lsidyv3c8d1400
014807109	HMNTS	lsidyv30156ef0
014807110	HMNTS	lsidyv3c664d00
014807111	HMNTS	lsidyv3ace1e75
014807112	HMNTS	lsidyv3c319444
014807113	HMNTS	lsidyv39fcf196
014807114	HMNTS	lsidyv3143a839
014807115	HMNTS	lsidyv38f83845
014807116	HMNTS	lsidyv3b14c111
014807117	HMNTS	lsidyv395bc59a
014807118	HMNTS	lsidyv3cc13166
014807119	HMNTS	lsidyv3cdd706b
014807120	HMNTS	lsidyv38e918e0
014807125	HMNTS	lsidyv3c4f2505
014807126	HMNTS	lsidyv3537d6a2
014807127	HMNTS	lsidyv39786b10
014807128	HMNTS	lsidyv3ad29dac
014807129	HMNTS	lsidyv39ed1e25
014807130	HMNTS	lsidyv3a2d7299
014807131	HMNTS	lsidyv3ab528a2
014807134	HMNTS	lsidyv34283073
014807135	HMNTS	lsidyv3a0aaf06
014807136	HMNTS	lsidyv3b8ee2cd
014807137	HMNTS	lsidyv3ce07120
014807138	HMNTS	lsidyv3988361b
014807139	HMNTS	lsidyv3c1edaa2
014807140	HMNTS	lsidyv3a514796
014807141	HMNTS	lsidyv3143fe31
014807142	HMNTS	lsidyv39f0a6bd
014807143	HMNTS	lsidyv31656ed5
014807144	HMNTS	lsidyv39799614
014807145	HMNTS	lsidyv2b5bc357
014807146	HMNTS	lsidyv3c76a0b6
014807147	HMNTS	lsidyv3cc9c6d8
014807148	HMNTS	lsidyv3a29dd45
014807149	HMNTS	lsidyv3cb805c4
014807150	HMNTS	lsidyv3ca62df9
014807151	HMNTS	lsidyv3b9d28c3
014807152	HMNTS	lsidyv393396ac
014807153	HMNTS	lsidyv3c06dac2
014807154	HMNTS	lsidyv38f6dd6e
014807155	HMNTS	lsidyv3ca9381f
014807156	HMNTS	lsidyv3c8ee449
014807157	HMNTS	lsidyv39417986
014807158	HMNTS	lsidyv35337145
014807159	HMNTS	lsidyv31799dfe
014807160	HMNTS	lsidyv3bf19a81
014807161	HMNTS	lsidyv3a2498f6
014807162	HMNTS	lsidyv3a8168f2
014807163	HMNTS	lsidyv3ad8fc65
014807164	HMNTS	lsidyv3d81471d
014807165	HMNTS	lsidyv3a660a52
014807166	HMNTS	lsidyv3a19f988
014807167	HMNTS	lsidyv3bb58740
014807168	HMNTS	lsidyv3bc348e0
014807169	HMNTS	lsidyv3ae76284
014807170	HMNTS	lsidyv3a8eca8f
014807171	HMNTS	lsidyv3b38c398
014807172	HMNTS	lsidyv341fcc3f
014807173	HMNTS	lsidyv397f83ca
014807174	HMNTS	lsidyv39ee45f3
014807175	HMNTS	lsidyv39f1b235
014807178	HMNTS	lsidyv3470cbd9
014807179	HMNTS	lsidyv347991d5
014807180	HMNTS	lsidyv34761385
014807181	HMNTS	lsidyv34742b0f
014807182	HMNTS	lsidyv3478c045
014807183	HMNTS	lsidyv3b062883
014807184	HMNTS	lsidyv3beee63b
014807185	HMNTS	lsidyv3c0801a3
014807186	HMNTS	lsidyv2b5ae9c1
014807187	HMNTS	lsidyv38e4e5e1
014807188	HMNTS	lsidyv3b4c0531
014807189	HMNTS	lsidyv353ef770
014807190	HMNTS	lsidyv3171d75b
014807191	HMNTS	lsidyv3a420ad3
014807192	HMNTS	lsidyv34939ca9
014807193	HMNTS	lsidyv349467b2
014807194	HMNTS	lsidyv34945c5e
014807195	HMNTS	lsidyv34946521
014807196	HMNTS	lsidyv3499120b
014807197	HMNTS	lsidyv3493950e
014807198	HMNTS	lsidyv34ebdf17
014807199	HMNTS	lsidyv34ebe184
014807200	HMNTS	lsidyv34ebe4de
014807201	HMNTS	lsidyv3c1139aa
014807202	HMNTS	lsidyv3c71994c
014807203	HMNTS	lsidyv3c03c57e
014807204	HMNTS	lsidyv3cc88bc5
014807205	HMNTS	lsidyv39ebf429
014807206	HMNTS	lsidyv302cca0c
014807207	HMNTS	lsidyv3a1273e2
014807208	HMNTS	lsidyv3391aa1f
014807209	HMNTS	lsidyv3adc4596
014807210	HMNTS	lsidyv39e7cde4
014807211	HMNTS	lsidyv3542b804
014807212	HMNTS	lsidyv3016964e
014807213	HMNTS	lsidyv394528eb
014807214	HMNTS	lsidyv3c35b927
014807215	HMNTS	lsidyv39f94795
014807216	HMNTS	lsidyv3a198d9d
014807217	HMNTS	lsidyv3a43f116
014807218	HMNTS	lsidyv35391467
014807219	HMNTS	lsidyv396d19ef
014807220	HMNTS	lsidyv3b43486c
014807221	HMNTS	lsidyv3b95580e
014807222	HMNTS	lsidyv3a368c3e
014807223	HMNTS	lsidyv3c0946e4
014807224	HMNTS	lsidyv3af48179
014807225	HMNTS	lsidyv319e96ce
014807226	HMNTS	lsidyv395f5b54
014807227	HMNTS	lsidyv3a66a58a
014807228	HMNTS	lsidyv3b2737c4
014807229	HMNTS	lsidyv3a28f651
014807230	HMNTS	lsidyv3a3bef8c
014805184	HMNTS	lsidyv30182714
014805185	HMNTS	lsidyv3aa05d85
014805186	HMNTS	lsidyv38e7eb59
014805187	HMNTS	lsidyv390bb432
014805188	HMNTS	lsidyv39f145bd
014805189	HMNTS	lsidyv3a5b068c
014805190	HMNTS	lsidyv3546176f
014805191	HMNTS	lsidyv32d0bee1
014805192	HMNTS	lsidyv307a4ff2
014805193	HMNTS	lsidyv30b56d73
014805194	HMNTS	lsidyv30790487
014805195	HMNTS	lsidyv32bc4a35
014805196	HMNTS	lsidyv39f2472d
014805197	HMNTS	lsidyv3b2e8971
014805198	HMNTS	lsidyv3c46f243
014805199	HMNTS	lsidyv38ea3a03
014805200	HMNTS	lsidyv3c58fc25
014805201	HMNTS	lsidyv3ca37deb
014805202	HMNTS	lsidyv3ce932a9
014805203	HMNTS	lsidyv3bdd791f
014805204	HMNTS	lsidyv3ca2f2a9
014805205	HMNTS	lsidyv2aef60b7
014805206	HMNTS	lsidyv2b366dec
014805207	HMNTS	lsidyv2afd8025
014805208	HMNTS	lsidyv3c3057bd
014805209	HMNTS	lsidyv390b83e3
014805210	HMNTS	lsidyv3aae3599
014805211	HMNTS	lsidyv3ce04ce0
014805212	HMNTS	lsidyv2affb684
014805213	HMNTS	lsidyv3abb372c
014805214	HMNTS	lsidyv3b58e3b1
014805215	HMNTS	lsidyv3a42f11d
014805216	HMNTS	lsidyv393e6771
014805217	HMNTS	lsidyv3b0619ab
014805218	HMNTS	lsidyv3a234299
014805219	HMNTS	lsidyv39229e06
014805220	HMNTS	lsidyv3a5d2331
014805221	HMNTS	lsidyv393e9425
014805222	HMNTS	lsidyv3479e530
014805223	HMNTS	lsidyv338d9dac
014805224	HMNTS	lsidyv3394cef4
014805226	HMNTS	lsidyv30a468cb
014805227	HMNTS	lsidyv3cc1751a
014805228	HMNTS	lsidyv3a2e1eb2
014805229	HMNTS	lsidyv39e02d5c
014805230	HMNTS	lsidyv39a74f92
014805231	HMNTS	lsidyv3991271b
014805232	HMNTS	lsidyv3a1d6b91
014805233	HMNTS	lsidyv39e25ca6
014805234	HMNTS	lsidyv39443b27
014805235	HMNTS	lsidyv3472aa21
014805236	HMNTS	lsidyv391639d6
014805237	HMNTS	lsidyv3b6807bb
014805238	HMNTS	lsidyv3b95969a
014805239	HMNTS	lsidyv38feeac6
014805240	HMNTS	lsidyv3bf2637b
014805241	HMNTS	lsidyv349cd03d
014805242	HMNTS	lsidyv3b20f2ac
014805243	HMNTS	lsidyv3c5d229b
014805244	HMNTS	lsidyv3c71a982
014805245	HMNTS	lsidyv39348c8d
014805246	HMNTS	lsidyv3c53fdf4
014805247	HMNTS	lsidyv3b564979
014805248	HMNTS	lsidyv38f73ae3
014805249	HMNTS	lsidyv3c30980a
014805250	HMNTS	lsidyv2af02609
014805251	HMNTS	lsidyv3c8ff53b
014805252	HMNTS	lsidyv3bbc5b79
014805253	HMNTS	lsidyv3c5c0686
014805254	HMNTS	lsidyv308724f9
014805255	HMNTS	lsidyv393690c2
014805256	HMNTS	lsidyv3c7101aa
014805257	HMNTS	lsidyv3ce98160
014805258	HMNTS	lsidyv30742a8b
014805259	HMNTS	lsidyv35896c25
014805260	HMNTS	lsidyv3e640202
014805261	HMNTS	lsidyv3471fd2b
014805262	HMNTS	lsidyv3b9f36c6
014805263	HMNTS	lsidyv339263f2
014805264	HMNTS	lsidyv3bcc9538
014805265	HMNTS	lsidyv2b5196ee
014805266	HMNTS	lsidyv3ab99b7e
014805267	HMNTS	lsidyv30156227
014805268	HMNTS	lsidyv3c934ac1
014805269	HMNTS	lsidyv3ca5bc32
014805270	HMNTS	lsidyv3c5a1420
014805271	HMNTS	lsidyv3becd1eb
014805272	HMNTS	lsidyv398b5d1a
014805273	HMNTS	lsidyv3afbcb9d
014805274	HMNTS	lsidyv2af114a6
014805275	HMNTS	lsidyv2b380feb
014805276	HMNTS	lsidyv3c52eaa7
014805277	HMNTS	lsidyv3d85796a
014805278	HMNTS	lsidyv3deb61a3
014805279	HMNTS	lsidyv3c879bb5
014805280	HMNTS	lsidyv3bb0db46
014805281	HMNTS	lsidyv306fa0a0
014805282	HMNTS	lsidyv3b5183d6
014805283	HMNTS	lsidyv3bbf41f2
014805284	HMNTS	lsidyv2ae8e412
014805285	HMNTS	lsidyv393e5dc3
014805286	HMNTS	lsidyv2c215b3d
014805287	HMNTS	lsidyv3c68de3b
014805288	HMNTS	lsidyv3921c720
014805289	HMNTS	lsidyv33919ad4
014805290	HMNTS	lsidyv3422738d
014805291	HMNTS	lsidyv346d4006
014805292	HMNTS	lsidyv3391dd4d
014805293	HMNTS	lsidyv33918c20
014805294	HMNTS	lsidyv34706cdc
014805295	HMNTS	lsidyv3475c06a
014805296	HMNTS	lsidyv347840c9
014805297	HMNTS	lsidyv39e606c8
014805298	HMNTS	lsidyv3cb22abe
014805299	HMNTS	lsidyv3cb23c07
014805300	HMNTS	lsidyv38f6c84e
014805301	HMNTS	lsidyv32c5c130
014805302	HMNTS	lsidyv3c462884
014805303	HMNTS	lsidyv2b58f0e2
014805304	HMNTS	lsidyv398d1dce
014805305	HMNTS	lsidyv353cbfdb
014805306	HMNTS	lsidyv2b05321a
014805307	HMNTS	lsidyv3c2222bb
014805308	HMNTS	lsidyv3c355780
014805309	HMNTS	lsidyv3032758d
014805310	HMNTS	lsidyv349cd50b
014805311	HMNTS	lsidyv3a2e2713
014805312	HMNTS	lsidyv3a1cc64c
014805313	HMNTS	lsidyv3af501b6
014805314	HMNTS	lsidyv33952152
014805315	HMNTS	lsidyv3424c2a2
014805316	HMNTS	lsidyv34617dd8
014805317	HMNTS	lsidyv39a70473
014805318	HMNTS	lsidyv38e81da2
014805319	HMNTS	lsidyv392b6878
014805320	HMNTS	lsidyv3c0dc1d7
014805321	HMNTS	lsidyv3c4a9827
014805322	HMNTS	lsidyv3c218534
014805323	HMNTS	lsidyv3c21f3e4
014805324	HMNTS	lsidyv3c35dd4f
014805325	HMNTS	lsidyv3c203df6
014805326	HMNTS	lsidyv3b5daecb
014805327	HMNTS	lsidyv358791fa
014805328	HMNTS	lsidyv3c6558dd
014805329	HMNTS	lsidyv3c8cde7a
014805330	HMNTS	lsidyv3abf8c2d
014805331	HMNTS	lsidyv3af9b7da
014805332	HMNTS	lsidyv2b5b8a99
014805333	HMNTS	lsidyv3c348ac5
014805334	HMNTS	lsidyv3c1356a0
014805335	HMNTS	lsidyv3a5328e9
014805336	HMNTS	lsidyv397a05da
014805337	HMNTS	lsidyv3b890a71
014805338	HMNTS	lsidyv3a07a016
014805339	HMNTS	lsidyv3b56653d
014805340	HMNTS	lsidyv2b3917fe
014805341	HMNTS	lsidyv3ad95569
014805342	HMNTS	lsidyv392c4868
014805343	HMNTS	lsidyv39a771eb
014805344	HMNTS	lsidyv3a1b99fe
014805345	HMNTS	lsidyv3b7874ee
014805346	HMNTS	lsidyv3a1c352f
014805347	HMNTS	lsidyv3a10ebed
014805348	HMNTS	lsidyv3b951027
014805349	HMNTS	lsidyv3b4cb656
014805350	HMNTS	lsidyv3a30225f
014805351	HMNTS	lsidyv3b4ff464
014805352	HMNTS	lsidyv39dd616a
014805353	HMNTS	lsidyv39671ea6
014805354	HMNTS	lsidyv3a448624
014805355	HMNTS	lsidyv3b54b6b4
014805356	HMNTS	lsidyv3b397cab
014805357	HMNTS	lsidyv3a668830
014805358	HMNTS	lsidyv3b5ded37
014805359	HMNTS	lsidyv30a9d714
014805360	HMNTS	lsidyv38e65506
014805361	HMNTS	lsidyv396ae445
014805362	HMNTS	lsidyv3b2da911
014805363	HMNTS	lsidyv3a4506e9
014805364	HMNTS	lsidyv3b793267
014805365	HMNTS	lsidyv3ad9581e
014805366	HMNTS	lsidyv3a5e0554
014805367	HMNTS	lsidyv3b690a17
014805368	HMNTS	lsidyv3b8579af
014805369	HMNTS	lsidyv353c02c4
014805370	HMNTS	lsidyv3b3ad50c
014805371	HMNTS	lsidyv39694b87
014805372	HMNTS	lsidyv3b0b7956
014805373	HMNTS	lsidyv3b54ddd8
014805374	HMNTS	lsidyv39752852
014805375	HMNTS	lsidyv3b8b0c45
014805376	HMNTS	lsidyv30aa0001
014805377	HMNTS	lsidyv39f1744c
014805378	HMNTS	lsidyv3b412a1c
014805379	HMNTS	lsidyv3c8caf58
014805380	HMNTS	lsidyv3c5bc540
014805381	HMNTS	lsidyv3c06a354
014805382	HMNTS	lsidyv3c050e3b
014805383	HMNTS	lsidyv3bed0527
014805384	HMNTS	lsidyv3bf9789f
014805385	HMNTS	lsidyv3bfab91b
014805386	HMNTS	lsidyv3c943cf4
014805387	HMNTS	lsidyv3496a598
014805388	HMNTS	lsidyv3541b1e0
014805389	HMNTS	lsidyv353a79db
014805390	HMNTS	lsidyv3b7ec247
014805391	HMNTS	lsidyv39e7ef2f
014805392	HMNTS	lsidyv3b0c7e6b
014805393	HMNTS	lsidyv3b31d505
014805394	HMNTS	lsidyv391b7fe4
014805395	HMNTS	lsidyv3b481a5f
014805396	HMNTS	lsidyv39b3a294
014805397	HMNTS	lsidyv3c0b30ff
014805398	HMNTS	lsidyv3b09b0bd
014805399	HMNTS	lsidyv3013b0b2
014805400	HMNTS	lsidyv3471bae6
014805401	HMNTS	lsidyv3bc47884
014805402	HMNTS	lsidyv34f23ef2
014805403	HMNTS	lsidyv3cb3a514
014805404	HMNTS	lsidyv31631e70
014805407	HMNTS	lsidyv3afa7d19
014805408	HMNTS	lsidyv3b54f03e
014805409	HMNTS	lsidyv3a88b22f
014805410	HMNTS	lsidyv3b14f819
014805411	HMNTS	lsidyv39b86c49
014805412	HMNTS	lsidyv3b578d7b
014805413	HMNTS	lsidyv3974b92a
014805414	HMNTS	lsidyv3b79d8ab
014805415	HMNTS	lsidyv3969f649
014805416	HMNTS	lsidyv3b64231f
014805417	HMNTS	lsidyv3a54c217
014805418	HMNTS	lsidyv32d04172
014805419	HMNTS	lsidyv3b91d71c
014805420	HMNTS	lsidyv3b27848b
014805421	HMNTS	lsidyv33936847
014805422	HMNTS	lsidyv3b6768d4
014805423	HMNTS	lsidyv3adb0275
014805424	HMNTS	lsidyv3a53ca35
014805425	HMNTS	lsidyv3c06ca85
014805426	HMNTS	lsidyv3bc06298
014805427	HMNTS	lsidyv3a8b97f5
014805428	HMNTS	lsidyv34950cfd
014805429	HMNTS	lsidyv3aa1326a
014805430	HMNTS	lsidyv3ae1ba1e
014805431	HMNTS	lsidyv3c0a5bde
014805432	HMNTS	lsidyv2af78be4
014805433	HMNTS	lsidyv3cb522c0
014805434	HMNTS	lsidyv2b33c800
014805435	HMNTS	lsidyv3a0b4e8c
014805436	HMNTS	lsidyv3af9c72d
014805437	HMNTS	lsidyv39d5950b
014805438	HMNTS	lsidyv3b0462eb
014805439	HMNTS	lsidyv3a169352
014805440	HMNTS	lsidyv3b5aae2a
014805441	HMNTS	lsidyv3a01091c
014805442	HMNTS	lsidyv3aeb94f6
014805443	HMNTS	lsidyv3a2ae899
014805444	HMNTS	lsidyv3a0083c1
014805445	HMNTS	lsidyv39e5572a
014805446	HMNTS	lsidyv2fc2ed97
014805447	HMNTS	lsidyv3a123a91
014805448	HMNTS	lsidyv390f654b
014805449	HMNTS	lsidyv38f67c31
014805450	HMNTS	lsidyv34987e25
014805451	HMNTS	lsidyv3a1acd5c
014805452	HMNTS	lsidyv3b468e3f
014805453	HMNTS	lsidyv39fb711e
014805454	HMNTS	lsidyv3b929179
014805455	HMNTS	lsidyv3c69cd50
014805456	HMNTS	lsidyv3a16ac0c
014805457	HMNTS	lsidyv3c653972
014805458	HMNTS	lsidyv39b6d391
014805459	HMNTS	lsidyv398163f4
014805460	HMNTS	lsidyv3a3bfb2d
014805461	HMNTS	lsidyv38e7926e
014805462	HMNTS	lsidyv3a2a4ab3
014805463	HMNTS	lsidyv3a1437e0
014805464	HMNTS	lsidyv3500468b
014805465	HMNTS	lsidyv3cb3bbaf
014805466	HMNTS	lsidyv3cb3b252
014805467	HMNTS	lsidyv38e9979a
014805468	HMNTS	lsidyv3c747095
014805469	HMNTS	lsidyv3aeaec12
014805470	HMNTS	lsidyv3caebc87
014805471	HMNTS	lsidyv3c8fd6b0
014805472	HMNTS	lsidyv3c6bc4a4
014805473	HMNTS	lsidyv3bd6be2e
014805474	HMNTS	lsidyv3bd6da65
014805475	HMNTS	lsidyv3a1e52a0
014805476	HMNTS	lsidyv3ae1f66f
014805477	HMNTS	lsidyv3c0f3d13
014805478	HMNTS	lsidyv3a47669d
014805479	HMNTS	lsidyv349b978e
014805480	HMNTS	lsidyv3978857b
014805481	HMNTS	lsidyv30ad40f3
014805482	HMNTS	lsidyv3a66527f
014805483	HMNTS	lsidyv3adee8ae
014805484	HMNTS	lsidyv3cac7196
014805485	HMNTS	lsidyv3c50c9b9
014805486	HMNTS	lsidyv3c144a20
014805487	HMNTS	lsidyv3c4dfa95
014805488	HMNTS	lsidyv3473069a
014805489	HMNTS	lsidyv3cc1bb74
014805490	HMNTS	lsidyv39abf582
014805491	HMNTS	lsidyv39288c64
014805492	HMNTS	lsidyv3546d7df
014805493	HMNTS	lsidyv3c70bcd2
014805494	HMNTS	lsidyv3a111e42
014805495	HMNTS	lsidyv3c08ef3e
